timestamp,Basel Temperature Max,Basel Temperature Min,Basel Temperature Mean
20120720T0000,18.46053,13.790529,15.785529
20120721T0000,17.89053,11.290529,14.818031
20120722T0000,20.57053,9.220529,14.768447
20120723T0000,23.06053,8.090529,16.209698
20120724T0000,26.510529,12.020529,20.343443
20120725T0000,28.920528,18.770529,23.172195
20120726T0000,30.38053,18.15053,24.570114
20120727T0000,31.750528,20.72053,26.015945
20120728T0000,22.860529,18.79053,21.104696
20120729T0000,21.64053,14.740529,18.943447
20120730T0000,22.81053,11.990529,18.401775
20120731T0000,24.440529,15.0505295,20.253447
20120801T0000,29.23053,15.900529,22.956366
20120802T0000,25.45053,18.500528,22.402193
20120803T0000,23.47053,16.95053,20.417196
20120804T0000,25.830528,17.000528,21.479279
20120805T0000,25.500528,17.660528,20.633448
20120806T0000,20.07053,13.380529,17.081781
20120807T0000,21.31053,11.770529,17.494276
20120808T0000,23.37053,13.8005295,18.280115
20120809T0000,24.670528,14.280529,19.525526
20120810T0000,23.930529,14.250529,18.683027
20120811T0000,24.22053,12.240529,17.72053
20120812T0000,24.860529,13.380529,18.76803
20120813T0000,23.56053,14.900529,19.77678
20120814T0000,26.340528,16.98053,21.939692
20120815T0000,30.990528,16.12053,23.709696
20120816T0000,23.96053,17.54053,20.842613
20120817T0000,26.56053,15.480529,21.56803
20120818T0000,30.110529,18.29053,24.340948
20120819T0000,31.740528,17.64053,25.3872
20120820T0000,31.38053,21.940529,26.92761
20120821T0000,31.610529,20.280529,26.545115
20120822T0000,26.38053,18.350529,23.39303
20120823T0000,26.670528,16.440529,21.062195
20120824T0000,24.350529,17.760529,20.523031
20120825T0000,24.490528,16.990528,20.905529
20120826T0000,19.260529,12.210529,16.278864
20120827T0000,22.79053,12.130529,17.303446
20120828T0000,24.860529,13.330529,19.517612
20120829T0000,27.55053,15.3005295,21.869698
20120830T0000,18.13053,15.420529,17.23303
20120831T0000,15.110529,11.420529,13.26553
20120901T0000,17.07053,9.660529,13.3526125
20120902T0000,20.12053,9.910529,15.393028
20120903T0000,23.860529,11.660529,17.591362
20120904T0000,24.80053,13.310529,18.733862
20120905T0000,23.410528,13.090529,18.388863
20120906T0000,21.89053,11.620529,16.244696
20120907T0000,23.030529,12.330529,17.435946
20120908T0000,24.95053,13.080529,19.235529
20120909T0000,26.860529,14.270529,20.881363
20120910T0000,26.47053,17.46053,21.994696
20120911T0000,25.080528,15.810529,20.237196
20120912T0000,15.610529,10.500529,12.924279
20120913T0000,16.32053,7.7105284,12.377613
20120914T0000,19.100529,8.410529,13.835529
20120915T0000,19.330528,10.950529,14.777198
20120916T0000,21.70053,10.010529,16.137611
20120917T0000,22.920528,14.200529,18.663027
20120918T0000,23.72053,14.370529,18.010113
20120919T0000,15.950529,10.180529,13.835113
20120920T0000,16.680529,7.540529,12.465112
20120921T0000,23.23053,8.000528,15.545945
20120922T0000,16.65053,13.270529,15.022614
20120923T0000,24.690529,11.110529,17.207193
20120924T0000,20.05053,11.580529,15.583031
20120925T0000,22.14053,11.120529,15.687612
20120926T0000,17.15053,10.330529,12.861779
20120927T0000,17.81053,8.030529,12.585113
20120928T0000,17.740528,8.160529,12.860528
20120929T0000,17.110529,11.540529,13.923027
20120930T0000,17.080528,7.8805285,12.591779
20121001T0000,16.420528,11.880529,13.650529
20121002T0000,18.090528,9.770529,13.964696
20121003T0000,19.670528,10.980529,15.466363
20121004T0000,19.670528,12.740529,15.334279
20121005T0000,21.990528,10.830529,16.38803
20121006T0000,22.90053,9.8005295,17.458447
20121007T0000,17.020529,11.200529,14.6409445
20121008T0000,17.500528,8.540529,13.591363
20121009T0000,17.780529,11.820529,15.904278
20121010T0000,13.380529,10.480529,12.264695
20121011T0000,18.20053,11.710529,14.860112
20121012T0000,16.07053,8.490529,13.023862
20121013T0000,15.980529,7.1905284,11.324279
20121014T0000,17.87053,7.3005285,12.053863
20121015T0000,11.270529,4.9305286,8.015946
20121016T0000,16.13053,2.8905284,9.668861
20121017T0000,20.14053,7.5305285,13.583859
20121018T0000,20.830528,3.3005285,12.1876135
20121019T0000,23.160528,4.7205286,14.262197
20121020T0000,22.97053,9.150529,15.518861
20121021T0000,23.31053,9.250529,16.492613
20121022T0000,21.95053,12.880529,16.920528
20121023T0000,14.700529,5.9905286,11.069695
20121024T0000,14.220529,2.9605286,9.846363
20121025T0000,15.440529,3.1805286,10.095945
20121026T0000,13.440529,5.0505285,9.962613
20121027T0000,6.9805284,0.41052866,2.2196946
20121028T0000,4.5305285,-0.90947133,1.7934457
20121029T0000,5.7605286,-2.0494714,1.896362
20121030T0000,10.330529,2.3405285,6.117195
20121031T0000,11.470529,1.1505287,6.6934457
20121101T0000,13.340529,6.2105284,9.439694
20121102T0000,13.400529,5.3805285,9.6859455
20121103T0000,17.56053,7.7605286,13.234696
20121104T0000,17.350529,8.060529,11.79886
20121105T0000,10.610529,6.1805286,8.239279
20121106T0000,8.240529,4.0305285,6.285111
20121107T0000,10.500529,2.0905285,6.7876124
20121108T0000,11.420529,4.8805285,8.209279
20121109T0000,14.280529,4.5305285,9.590529
20121110T0000,15.080529,8.200529,10.843029
20121111T0000,10.330529,8.470529,9.235946
20121112T0000,8.320529,4.8105288,6.3030286
20121113T0000,9.140529,3.5805285,5.6630287
20121114T0000,11.180529,3.1505284,6.551779
20121115T0000,9.190529,2.7905285,5.330112
20121116T0000,9.730529,3.0305285,6.228029
20121117T0000,11.870529,4.1305285,7.9126115
20121118T0000,12.260529,5.3105288,9.200112
20121119T0000,10.510529,4.4205284,7.682195
20121120T0000,9.600529,1.0605286,5.245945
20121121T0000,11.810529,0.30052868,6.443029
20121122T0000,10.400529,6.4505286,8.455113
20121123T0000,12.420529,3.6205285,8.940946
20121124T0000,13.400529,6.3105288,9.461779
20121125T0000,12.890529,8.070529,10.547612
20121126T0000,10.410529,7.5105286,8.897613
20121127T0000,7.790529,4.9305286,6.509278
20121128T0000,6.4905286,4.0905285,5.338862
20121129T0000,5.2405286,1.2205287,3.1788616
20121130T0000,4.2505283,-1.3894713,1.0888621
20121201T0000,3.0605285,-3.2094715,-0.30280468
20121202T0000,2.9105287,-2.9594715,0.43886197
20121203T0000,5.9405284,-3.8594716,1.4376119
20121204T0000,7.5505285,2.6405284,4.3034453
20121205T0000,4.0905285,0.30052868,2.1567786
20121206T0000,1.7805287,-2.4194715,0.19594538
20121207T0000,2.1405284,-2.8894715,-0.20822148
20121208T0000,1.3705287,-5.0894713,-1.9132215
20121209T0000,2.3405285,-5.0794716,-0.8507211
20121210T0000,3.6005285,-1.5194713,2.0663621
20121211T0000,1.1105287,-3.1094716,-0.87530464
20121212T0000,-0.47947133,-5.8394713,-3.5282218
20121213T0000,3.6005285,-5.9994717,-1.2561382
20121214T0000,8.430529,1.1805286,3.6696951
20121215T0000,9.890529,3.5605285,7.5913615
20121216T0000,8.980529,6.9205284,7.8667793
20121217T0000,9.200529,5.4705286,7.099279
20121218T0000,7.6605287,4.1905284,5.425528
20121219T0000,6.2205286,1.7205287,3.825112
20121220T0000,4.1505284,-0.36947134,2.3580287
20121221T0000,9.0505295,5.1105285,7.300944
20121222T0000,10.700529,4.7205286,6.660112
20121223T0000,15.990529,10.380529,12.946361
20121224T0000,15.100529,5.7505283,10.011779
20121225T0000,14.3005295,4.8705287,9.6201105
20121226T0000,8.650529,5.7705283,7.5451107
20121227T0000,11.560529,6.5205283,8.092196
20121228T0000,9.260529,4.9205284,7.0563607
20121229T0000,11.140529,1.5705286,6.3026123
20121230T0000,9.220529,5.3305287,7.2780285
20121231T0000,9.280529,0.66052866,4.735112
20130101T0000,7.9605284,0.65052867,4.4159455
20130102T0000,6.4405284,2.0905285,4.2392783
20130103T0000,8.330529,1.2305287,5.1296954
20130104T0000,11.130529,5.5005283,8.083862
20130105T0000,8.160529,3.6005285,6.264694
20130106T0000,7.4105287,2.1205285,4.4888625
20130107T0000,8.860529,0.050528657,4.116779
20130108T0000,8.580529,-0.32947135,4.5388618
20130109T0000,8.230529,2.2005286,4.3517785
20130110T0000,5.8705287,2.3005285,4.390945
20130111T0000,5.6705284,1.2405287,3.8421955
20130112T0000,5.7805285,-0.56947136,2.9392784
20130113T0000,4.7705283,-0.14947134,2.6609452
20130114T0000,2.5005286,-1.6994714,-0.16405469
20130115T0000,3.0105286,-2.4094715,0.23844528
20130116T0000,0.56052864,-3.5994716,-1.9498882
20130117T0000,-0.25947133,-4.9094715,-1.9032212
20130118T0000,1.2305287,-5.459471,-1.7898878
20130119T0000,2.8905284,-3.2794714,0.26261187
20130120T0000,4.8605285,-0.24947134,2.2630289
20130121T0000,6.2505283,-0.7494713,2.5021954
20130122T0000,5.2605286,-0.019471344,2.5842788
20130123T0000,5.4805284,-1.6194713,1.0217785
20130124T0000,3.7805285,-1.9994713,0.5284453
20130125T0000,1.5405287,-3.5494714,-1.6403046
20130126T0000,4.9005284,-4.4894714,-0.14988796
20130127T0000,7.5205283,-2.5294714,3.4534454
20130128T0000,10.160529,3.2905285,6.064279
20130129T0000,11.870529,5.5305285,9.350528
20130130T0000,16.37053,9.170529,12.683446
20130131T0000,13.110529,2.9005284,9.193862
20130201T0000,12.880529,7.8005285,9.983863
20130202T0000,8.470529,0.62052864,4.340945
20130203T0000,5.4805284,-0.059471346,2.536362
20130204T0000,9.180529,3.2905285,6.3680286
20130205T0000,8.650529,0.53052866,6.205112
20130206T0000,5.7205286,0.28052866,2.7292783
20130207T0000,3.8105285,-1.9694713,0.80011195
20130208T0000,2.5505285,-1.9894713,0.48927867
20130209T0000,1.3805287,-4.8694715,-1.101138
20130210T0000,1.5305287,-7.8094716,-2.4882214
20130211T0000,7.7705283,-3.3194714,1.5071951
20130212T0000,3.8805285,-1.5594714,0.49011198
20130213T0000,2.3605285,-4.6394715,-1.3344716
20130214T0000,4.1805286,-5.1694713,-0.14280476
20130215T0000,6.2605286,1.6805286,3.8301117
20130216T0000,7.3605285,1.2505287,3.5796955
20130217T0000,7.790529,-0.8594713,2.9592783
20130218T0000,7.7205286,-1.1294713,2.9505284
20130219T0000,9.450529,-0.47947133,4.2751117
20130220T0000,5.7005286,-0.32947135,3.1213624
20130221T0000,3.3205285,-2.0794713,0.22969528
20130222T0000,1.6405287,-3.6594715,-0.97822136
20130223T0000,1.8905287,-4.5094714,-1.2853047
20130224T0000,1.4905287,-3.8094714,-1.1594716
20130225T0000,3.8905284,-4.1394715,0.032195274
20130226T0000,7.4405284,-4.2194715,1.6871954
20130227T0000,10.450529,0.54052866,5.2234454
20130228T0000,9.990529,0.38052866,4.750112
20130301T0000,8.820529,1.0705286,3.9005287
20130302T0000,8.230529,-2.6394715,2.6009452
20130303T0000,8.610529,-2.1494715,3.770112
20130304T0000,13.170529,-0.26947135,5.809695
20130305T0000,14.190529,-1.2594713,6.953028
20130306T0000,14.840529,2.9905286,8.8092785
20130307T0000,17.010529,6.8505287,11.853863
20130308T0000,16.940529,6.1405287,11.613862
20130309T0000,14.090529,6.7605286,10.7259445
20130310T0000,13.610529,5.8405285,9.578029
20130311T0000,12.230529,4.2805285,8.2501135
20130312T0000,11.570529,3.2505286,6.953861
20130313T0000,4.2305284,-1.4694713,1.5126117
20130314T0000,3.3405285,-4.2294717,-0.6390548
20130315T0000,4.8305287,-4.8994713,-0.25113806
20130316T0000,10.620529,-4.0994716,3.7130291
20130317T0000,11.030529,1.7905287,6.1438622
20130318T0000,7.6005287,3.3005285,5.401362
20130319T0000,10.710529,2.7205286,6.430113
20130320T0000,9.640529,4.1205287,6.4884458
20130321T0000,10.280529,1.5405287,6.7434464
20130322T0000,14.850529,0.59052867,8.784696
20130323T0000,12.920529,3.5205286,7.5480285
20130324T0000,11.730529,1.7605287,6.2717786
20130325T0000,7.7105284,1.1205287,3.9809453
20130326T0000,3.8005285,-0.75947136,1.1605285
20130327T0000,10.0505295,-2.9694715,3.5705287
20130328T0000,10.520529,0.8905287,5.4355283
20130329T0000,11.400529,-1.1194713,5.0121956
20130330T0000,8.880529,3.5705285,5.356363
20130331T0000,6.9505286,0.6405287,3.8580287
20130401T0000,11.5505295,-0.36947134,5.4084454
20130402T0000,12.910529,-1.3694713,5.939279
20130403T0000,12.430529,2.1505284,7.3101115
20130404T0000,14.910529,0.13052866,8.689695
20130405T0000,13.170529,1.3605287,8.032613
20130406T0000,12.210529,1.9205287,7.8638625
20130407T0000,11.870529,-0.8594713,6.321779
20130408T0000,9.960529,1.3405286,6.5217795
20130409T0000,12.320529,3.5305285,8.148445
20130410T0000,15.080529,6.5505285,11.321364
20130411T0000,19.30053,10.610529,13.878029
20130412T0000,14.410529,7.3605285,11.115111
20130413T0000,17.22053,6.790529,12.368446
20130414T0000,23.70053,8.190529,16.23428
20130415T0000,24.13053,11.230529,18.251362
20130416T0000,21.71053,15.420529,18.33928
20130417T0000,25.430529,13.970529,19.375113
20130418T0000,21.45053,13.430529,17.388863
20130419T0000,14.220529,8.030529,11.604695
20130420T0000,13.650529,6.0005283,9.387612
20130421T0000,13.340529,6.0505285,9.784696
20130422T0000,15.690529,7.9205284,12.051778
20130423T0000,18.490528,8.330529,13.893029
20130424T0000,22.22053,9.960529,16.39053
20130425T0000,25.12053,11.190529,18.842196
20130426T0000,24.090528,14.530529,18.33136
20130427T0000,15.920529,6.4705286,8.931779
20130428T0000,14.420529,5.0905285,9.942613
20130429T0000,12.680529,8.410529,10.668445
20130430T0000,17.22053,7.8005285,12.396779
20130501T0000,21.170528,8.960529,14.334278
20130502T0000,20.760529,10.030529,15.834697
20130503T0000,15.680529,10.780529,13.283444
20130504T0000,16.90053,9.220529,13.734696
20130505T0000,22.62053,9.480529,15.638447
20130506T0000,20.79053,10.580529,15.895946
20130507T0000,21.07053,10.630529,16.600527
20130508T0000,22.440529,8.3005295,17.537195
20130509T0000,19.73053,14.470529,17.425943
20130510T0000,15.610529,12.520529,14.095947
20130511T0000,14.060529,7.5205283,11.600945
20130512T0000,12.430529,4.020529,9.673446
20130513T0000,15.760529,5.3405285,11.708863
20130514T0000,19.190529,8.320529,14.786778
20130515T0000,19.57053,11.160529,14.689279
20130516T0000,14.470529,9.5505295,11.399696
20130517T0000,15.3005295,8.130529,11.090945
20130518T0000,22.05053,8.5505295,14.980527
20130519T0000,17.690529,8.750529,12.768863
20130520T0000,15.920529,7.8305287,12.052197
20130521T0000,14.510529,9.530529,11.933861
20130522T0000,12.880529,9.250529,11.145111
20130523T0000,14.330529,5.8305287,9.608862
20130524T0000,10.810529,4.0705285,7.878863
20130525T0000,12.680529,5.290529,9.697612
20130526T0000,13.020529,5.6605287,9.930112
20130527T0000,18.740528,5.4705286,13.859277
20130528T0000,21.440529,8.820529,14.387612
20130529T0000,13.530529,7.9005284,10.852196
20130530T0000,15.580529,7.1905284,12.160946
20130531T0000,15.340529,9.500529,11.81678
20130601T0000,16.740528,10.720529,13.929696
20130602T0000,18.580528,10.5505295,14.527612
20130603T0000,17.54053,7.1605287,13.061363
20130604T0000,22.110529,7.1305285,15.418027
20130605T0000,24.100529,9.880529,18.259695
20130606T0000,25.490528,14.020529,20.428446
20130607T0000,25.64053,12.780529,20.563864
20130608T0000,27.06053,15.130529,21.428446
20130609T0000,22.410528,14.430529,17.940111
20130610T0000,20.000528,13.000529,16.530111
20130611T0000,21.40053,12.990529,17.46053
20130612T0000,24.240528,13.600529,19.61886
20130613T0000,29.07053,12.520529,21.703032
20130614T0000,22.410528,10.920529,17.368862
20130615T0000,25.56053,14.770529,21.098864
20130616T0000,28.030529,16.350529,22.553865
20130617T0000,34.84053,17.850529,27.218445
20130618T0000,35.24053,22.280529,28.942614
20130619T0000,34.220528,19.05053,27.71261
20130620T0000,24.740528,17.440529,21.19303
20130621T0000,22.62053,14.940529,18.893862
20130622T0000,23.090528,13.700529,18.75178
20130623T0000,19.600529,13.210529,16.846363
20130624T0000,16.46053,11.890529,14.010528
20130625T0000,17.21053,10.090529,13.515529
20130626T0000,19.240528,9.430529,14.806361
20130627T0000,16.15053,10.880529,13.304278
20130628T0000,19.850529,9.470529,15.53928
20130629T0000,17.930529,12.430529,15.143863
20130630T0000,21.81053,12.720529,17.22553
20130701T0000,25.55053,11.840529,19.808027
20130702T0000,27.96053,16.610529,22.616781
20130703T0000,21.48053,16.97053,18.904696
20130704T0000,21.750528,15.3005295,18.499277
20130705T0000,26.13053,14.860529,20.787611
20130706T0000,28.87053,15.110529,21.998032
20130707T0000,28.71053,15.460529,22.383028
20130708T0000,28.590528,15.340529,22.315111
20130709T0000,25.190529,17.04053,21.742197
20130710T0000,28.47053,16.22053,23.15386
20130711T0000,24.88053,14.420529,19.930113
20130712T0000,26.06053,13.200529,19.770945
20130713T0000,26.660528,14.560529,20.820528
20130714T0000,27.410528,14.240529,21.25053
20130715T0000,26.90053,15.700529,21.606361
20130716T0000,29.20053,15.070529,22.757196
20130717T0000,28.55053,17.23053,23.418861
20130718T0000,27.340528,17.40053,22.744692
20130719T0000,29.40053,16.07053,23.00428
20130720T0000,30.330528,15.780529,23.774694
20130721T0000,31.350529,17.580528,25.182611
20130722T0000,32.290527,21.340528,27.10803
20130723T0000,33.03053,22.31053,27.538864
20130724T0000,27.64053,20.840528,24.6997
20130725T0000,29.37053,19.090528,25.033447
20130726T0000,34.060528,19.45053,27.595528
20130727T0000,36.220528,23.190529,29.680109
20130728T0000,31.73053,19.38053,25.366777
20130729T0000,20.80053,16.260529,19.255114
20130730T0000,24.96053,13.690529,20.143862
20130731T0000,27.90053,15.580529,22.64678
20130801T0000,32.36053,17.610529,25.20553
20130802T0000,35.84053,21.88053,28.381363
20130803T0000,29.260529,20.79053,25.519693
20130804T0000,29.40053,19.030529,24.205116
20130805T0000,33.12053,19.000528,26.80178
20130806T0000,29.690529,21.270529,25.517609
20130807T0000,27.47053,18.680529,21.609695
20130808T0000,22.740528,16.62053,19.563032
20130809T0000,23.73053,16.020529,20.127195
20130810T0000,25.21053,15.320529,20.609282
20130811T0000,25.20053,15.710529,20.579279
20130812T0000,27.31053,15.580529,21.690947
20130813T0000,23.55053,16.760529,19.669693
20130814T0000,22.48053,12.590529,18.220112
20130815T0000,24.98053,12.480529,19.264694
20130816T0000,28.520529,14.690529,22.324278
20130817T0000,28.420528,18.14053,23.758032
20130818T0000,28.750528,18.46053,24.34803
20130819T0000,22.40053,17.990528,20.389278
20130820T0000,22.81053,12.810529,17.987196
20130821T0000,25.81053,10.590529,18.552198
20130822T0000,26.20053,12.780529,19.989697
20130823T0000,28.07053,14.860529,22.158447
20130824T0000,23.430529,15.720529,18.465944
20130825T0000,20.80053,12.620529,16.829697
20130826T0000,20.610529,11.680529,16.891777
20130827T0000,17.750528,12.420529,15.013862
20130828T0000,20.240528,14.160529,16.991777
20130829T0000,23.87053,11.950529,18.352613
20130830T0000,24.420528,11.350529,19.10303
20130831T0000,24.260529,13.460529,19.153862
20130901T0000,19.90053,13.750529,16.692614
20130902T0000,23.31053,10.8005295,17.626364
20130903T0000,26.740528,13.530529,20.094696
20130904T0000,29.05053,15.410529,22.12886
20130905T0000,30.160528,17.40053,23.814278
20130906T0000,29.350529,18.010529,24.208029
20130907T0000,26.65053,18.45053,22.325113
20130908T0000,22.14053,14.670529,18.75511
20130909T0000,20.55053,10.950529,16.692196
20130910T0000,17.04053,11.430529,14.868863
20130911T0000,17.79053,8.270529,13.565112
20130912T0000,15.690529,11.760529,13.553029
20130913T0000,19.97053,9.380529,15.414279
20130914T0000,22.160528,13.440529,17.82553
20130915T0000,20.110529,14.600529,16.62303
20130916T0000,16.280529,9.880529,13.707612
20130917T0000,14.940529,7.2005286,12.052196
20130918T0000,18.990528,12.990529,15.934696
20130919T0000,16.750528,10.480529,13.962196
20130920T0000,18.840528,9.860529,14.4584465
20130921T0000,20.520529,10.240529,15.162613
20130922T0000,22.160528,11.780529,16.58053
20130923T0000,22.31053,11.180529,16.56428
20130924T0000,24.530529,11.750529,18.139696
20130925T0000,24.830528,12.980529,19.164278
20130926T0000,24.420528,15.490529,19.967611
20130927T0000,23.80053,14.780529,18.729694
20130928T0000,25.45053,12.460529,19.219278
20130929T0000,20.23053,14.760529,17.664698
20130930T0000,19.79053,11.890529,16.172611
20131001T0000,19.090528,12.040529,15.7709465
20131002T0000,20.72053,11.240529,15.024696
20131003T0000,23.280529,7.5805287,15.867196
20131004T0000,25.440529,14.240529,19.287613
20131005T0000,18.920528,15.380529,17.46261
20131006T0000,15.780529,13.440529,14.787197
20131007T0000,16.270529,12.660529,14.238861
20131008T0000,17.30053,13.260529,15.430112
20131009T0000,17.180529,13.480529,15.093862
20131010T0000,13.8005295,6.2505283,10.436362
20131011T0000,9.970529,5.5605288,8.121363
20131012T0000,10.850529,5.9505286,8.243445
20131013T0000,16.22053,6.3505287,10.840947
20131014T0000,16.260529,7.6505284,12.857612
20131015T0000,17.770529,8.330529,13.845944
20131016T0000,15.570529,9.990529,12.701779
20131017T0000,17.250528,10.010529,13.482612
20131018T0000,17.96053,7.4105287,12.877612
20131019T0000,21.64053,6.6505284,14.736779
20131020T0000,19.46053,10.970529,14.319695
20131021T0000,19.680529,9.150529,15.191779
20131022T0000,22.110529,10.260529,15.908446
20131023T0000,18.930529,11.8005295,14.811362
20131024T0000,19.180529,10.680529,14.380944
20131025T0000,22.05053,6.7205286,14.258445
20131026T0000,20.940529,10.380529,16.375528
20131027T0000,20.14053,12.660529,17.021364
20131028T0000,22.80053,12.760529,17.136366
20131029T0000,14.720529,9.3005295,12.173863
20131030T0000,12.060529,6.1705284,9.200112
20131031T0000,12.030529,4.2205286,8.079278
20131101T0000,13.750529,6.4105287,9.828031
20131102T0000,18.240528,12.370529,15.168861
20131103T0000,14.280529,6.7705283,10.112614
20131104T0000,13.260529,7.4105287,10.933862
20131105T0000,12.860529,4.6705284,8.522194
20131106T0000,15.940529,8.690529,12.960529
20131107T0000,19.240528,12.280529,15.342612
20131108T0000,16.100529,9.170529,13.071778
20131109T0000,12.000529,7.8305287,10.105113
20131110T0000,10.890529,4.2205286,7.710528
20131111T0000,9.180529,2.3505285,4.7930284
20131112T0000,8.490529,1.4605286,4.640946
20131113T0000,11.500529,4.1405287,6.7176127
20131114T0000,6.3305287,2.3205285,4.6726127
20131115T0000,9.060529,2.3505285,5.5596957
20131116T0000,7.2105284,0.8205287,3.5813615
20131117T0000,9.460529,1.6205287,5.9521947
20131118T0000,12.910529,2.0305285,6.992613
20131119T0000,8.940529,3.0805285,6.1884456
20131120T0000,6.0505285,2.9405286,4.700112
20131121T0000,4.9905286,2.9805286,3.7084446
20131122T0000,3.6905286,0.8805287,2.3455284
20131123T0000,8.200529,1.4805287,4.443445
20131124T0000,8.100529,2.0305285,4.9576116
20131125T0000,4.5705285,0.25052866,2.0080285
20131126T0000,4.000529,-1.2494713,1.5826117
20131127T0000,4.020529,-3.3194714,-0.25072145
20131128T0000,3.3205285,-3.3294713,0.20469522
20131129T0000,6.7005286,-0.59947133,3.2001116
20131130T0000,6.4905286,0.050528657,3.3430288
20131201T0000,7.1205287,-1.2994714,1.4251119
20131202T0000,8.200529,0.14052865,3.3151114
20131203T0000,6.9605284,-1.5594714,2.652612
20131204T0000,7.9505286,1.0705286,3.9134452
20131205T0000,7.3005285,-0.18947133,3.498028
20131206T0000,5.7105284,2.1905286,3.8838623
20131207T0000,5.8005285,-1.2494713,2.6209457
20131208T0000,7.2505283,1.8105286,4.2117786
20131209T0000,8.290529,1.6405287,4.7455287
20131210T0000,7.3705287,0.8205287,3.6313622
20131211T0000,8.250529,-0.8094713,2.9067786
20131212T0000,7.1005287,-0.6694713,3.509279
20131213T0000,6.1905284,0.8205287,3.4484456
20131214T0000,6.4505286,-0.51947135,2.790945
20131215T0000,9.190529,-0.039471343,4.128029
20131216T0000,9.230529,1.6905286,5.1021957
20131217T0000,8.320529,2.5005286,5.3059454
20131218T0000,10.280529,3.3705285,6.2288613
20131219T0000,9.460529,2.2605286,6.1346946
20131220T0000,9.680529,5.0005283,6.5130286
20131221T0000,10.650529,1.6705287,5.4767795
20131222T0000,14.250529,6.6805286,9.900114
20131223T0000,12.750529,7.4505286,9.193446
20131224T0000,13.090529,3.5705285,8.871779
20131225T0000,5.9705286,4.2105284,5.1651106
20131226T0000,5.4605284,2.5505285,4.221778
20131227T0000,8.690529,0.010528658,3.8405282
20131228T0000,8.260529,-1.6894714,3.4017785
20131229T0000,8.180529,1.4605286,4.388029
20131230T0000,7.1505284,0.66052866,2.928445
20131231T0000,8.090529,-1.6594714,2.2788618
20140101T0000,10.660529,2.0805285,6.140945
20140102T0000,11.860529,4.4905286,8.183862
20140103T0000,12.040529,2.6805286,7.793446
20140104T0000,8.440529,3.0605285,5.7251124
20140105T0000,8.420529,2.1605287,5.421778
20140106T0000,12.700529,0.6405287,6.312612
20140107T0000,14.360529,8.920529,10.923031
20140108T0000,13.700529,7.4005284,10.313446
20140109T0000,15.250529,5.1005287,9.739279
20140110T0000,10.580529,4.8305287,7.5926127
20140111T0000,12.470529,3.8405285,7.7301126
20140112T0000,9.190529,2.1605287,6.048862
20140113T0000,7.4605284,0.23052865,4.095945
20140114T0000,8.910529,3.4305286,5.978445
20140115T0000,8.680529,0.08052866,4.368445
20140116T0000,10.760529,4.5805287,7.168862
20140117T0000,10.5505295,3.5105286,6.4646955
20140118T0000,10.160529,1.1705287,5.2605286
20140119T0000,9.070529,2.8805285,5.5363617
20140120T0000,7.1405287,3.6405284,5.233445
20140121T0000,7.6205287,2.4605286,4.7142777
20140122T0000,8.5505295,1.1805286,3.947612
20140123T0000,8.130529,1.4605286,4.8226123
20140124T0000,5.3405285,0.42052865,3.1546955
20140125T0000,6.9305286,-1.3494713,2.6992786
20140126T0000,8.970529,2.8905284,5.3755283
20140127T0000,8.080529,2.1705287,5.0334454
20140128T0000,7.4705286,-0.18947133,3.363862
20140129T0000,8.420529,-1.4394714,3.1380284
20140130T0000,6.3605285,0.47052866,3.4001114
20140131T0000,7.3005285,0.44052866,3.7692785
20140201T0000,10.960529,-0.94947135,4.575945
20140202T0000,7.6505284,3.3805285,5.615528
20140203T0000,10.600529,1.4505286,5.708862
20140204T0000,10.830529,3.3705285,6.5809455
20140205T0000,8.070529,1.0805286,4.242195
20140206T0000,11.880529,4.1405287,8.084696
20140207T0000,10.040529,3.2305286,6.4551125
20140208T0000,9.290529,3.2705286,6.3001113
20140209T0000,8.850529,0.92052865,6.142196
20140210T0000,11.420529,1.8805287,6.1113625
20140211T0000,9.900529,3.1005285,5.8984466
20140212T0000,10.540529,3.3005285,6.235111
20140213T0000,10.720529,4.0905285,6.9888625
20140214T0000,11.560529,0.050528657,7.1763616
20140215T0000,11.350529,6.7405286,9.151362
20140216T0000,10.5505295,5.2505283,7.5155296
20140217T0000,11.350529,2.6705287,6.456779
20140218T0000,15.020529,-0.039471343,7.4676113
20140219T0000,11.590529,7.0505285,8.563862
20140220T0000,11.8005295,4.8205285,8.520113
20140221T0000,9.480529,3.1705287,7.469279
20140222T0000,11.500529,1.8305286,6.2584453
20140223T0000,12.490529,4.2705283,8.096778
20140224T0000,14.820529,0.7605287,7.5163627
20140225T0000,13.5505295,3.3905284,8.899279
20140226T0000,10.040529,5.1205287,7.948862
20140227T0000,11.930529,4.7605286,7.9684463
20140228T0000,10.560529,4.0605288,6.765112
20140301T0000,9.500529,4.5905285,6.622195
20140302T0000,9.520529,2.4305286,5.827612
20140303T0000,10.820529,1.3605287,7.057612
20140304T0000,10.680529,3.8305285,7.204695
20140305T0000,11.930529,4.1905284,7.853861
20140306T0000,13.380529,1.2505287,6.5705285
20140307T0000,14.170529,1.4305286,7.7788625
20140308T0000,16.80053,4.3405285,10.185113
20140309T0000,16.13053,3.7805285,9.953029
20140310T0000,15.530529,3.6505284,9.527196
20140311T0000,18.14053,3.5705285,9.191363
20140312T0000,15.940529,2.8605285,9.610528
